age,balance,day,duration,campaign,job,marital,education,default,housing,loan,contact,month,y
32,5244,7,478,50,blue-collar,married,,no,yes,no,cellular,apr,1
33,5873,27,869,10,blue-collar,married,tertiary,no,no,no,cellular,apr,1
49,1974,14,1097,18,blue-collar,married,secondary,no,yes,no,cellular,,1
47,2185,15,56,16,blue-collar,divorced,primary,no,yes,no,unknown,,1
41,361,28,646,15,blue-collar,married,secondary,no,no,no,cellular,,1
55,2518,4,856,63,entrepreneur,married,secondary,no,yes,no,cellular,,1
28,260,17,1046,25,admin,single,secondary,no,yes,no,cellular,may,1
41,468,15,1027,5,housemaid,married,secondary,no,yes,no,unknown,may,1
31,2364,15,342,31,admin,single,secondary,no,no,no,cellular,jul,1
41,2308,12,1388,27,entrepreneur,married,unknown,no,no,no,cellular,jul,1
38,653,7,938,14,blue-collar,married,secondary,no,no,no,cellular,,1
37,1907,27,843,44,housemaid,married,tertiary,no,no,no,cellular,,1
49,3630,4,384,38,entrepreneur,married,secondary,no,no,yes,cellular,jul,1
56,3452,8,176,28,entrepreneur,divorced,tertiary,no,yes,no,,,1
43,731,6,910,18,blue-collar,single,primary,no,no,no,cellular,,1
29,10685,31,1213,23,blue-collar,married,secondary,no,yes,no,cellular,may,1
30,276,24,523,4,admin,single,tertiary,no,no,no,cellular,feb,1
36,43074,8,1489,37,retired,married,secondary,no,yes,no,unknown,,1
28,-285,16,451,26,blue-collar,single,secondary,no,yes,no,unknown,may,1
33,1426,30,1594,50,entrepreneur,single,tertiary,no,yes,no,cellular,,1
45,4016,30,2150,21,entrepreneur,married,,no,no,no,cellular,apr,1
40,1204,22,712,3,blue-collar,married,secondary,no,yes,no,cellular,,1
36,6095,22,439,36,blue-collar,single,secondary,no,no,no,cellular,,1
58,4844,29,766,15,entrepreneur,married,tertiary,no,yes,no,,,1
35,4959,26,622,1,blue-collar,,tertiary,no,yes,no,cellular,jul,1
32,6690,19,838,23,blue-collar,single,tertiary,no,yes,no,cellular,may,1
38,2812,31,795,21,entrepreneur,married,tertiary,no,no,no,cellular,,1
38,3520,6,1424,13,blue-collar,married,secondary,no,no,no,cellular,,1
53,3216,18,1366,28,blue-collar,divorced,,no,yes,no,,may,1
46,713,29,1288,39,blue-collar,,,no,yes,no,cellular,jul,1
52,885,26,1140,28,entrepreneur,divorced,,no,yes,yes,,,1
28,-164,2,455,36,admin,,secondary,no,yes,yes,cellular,may,1
34,4182,23,736,18,,married,primary,no,yes,no,cellular,,1
39,2486,17,856,13,entrepreneur,,primary,no,no,no,cellular,feb,1
30,2854,27,686,9,entrepreneur,married,secondary,no,no,no,cellular,aug,1
41,1064,5,667,7,blue-collar,married,secondary,no,yes,no,cellular,may,1
54,2403,11,1875,35,entrepreneur,divorced,secondary,no,yes,no,cellular,,1
60,6346,14,18,27,blue-collar,,primary,no,yes,no,unknown,may,1
58,4185,5,269,9,entrepreneur,married,tertiary,no,yes,no,cellular,,1
27,271,29,1234,55,housemaid,married,,no,yes,no,,may,1
32,7440,28,694,1,entrepreneur,,tertiary,no,yes,no,cellular,apr,1
39,3246,15,144,7,,married,tertiary,no,no,no,unknown,jun,1
31,12,1,708,5,blue-collar,single,tertiary,no,no,no,cellular,aug,1
32,9149,12,585,58,retired,single,secondary,no,yes,no,cellular,,1
31,1745,1,765,1,housemaid,single,tertiary,no,yes,no,unknown,may,1
49,4541,7,362,1,entrepreneur,married,secondary,no,yes,no,cellular,,1
44,621,30,1558,9,blue-collar,single,,no,yes,no,cellular,apr,1
56,3943,30,1084,46,blue-collar,married,secondary,no,yes,no,unknown,,1
28,6196,15,1210,26,entrepreneur,single,secondary,no,no,no,cellular,feb,1
34,3914,7,584,11,housemaid,married,,no,no,no,cellular,apr,1
52,1979,20,204,23,blue-collar,married,tertiary,no,no,no,cellular,aug,1
30,-427,13,965,21,blue-collar,single,tertiary,no,no,no,cellular,aug,1
45,3701,9,526,13,housemaid,married,secondary,no,yes,no,cellular,nov,1
35,-289,2,268,37,blue-collar,single,tertiary,no,yes,yes,cellular,,1
59,5810,23,667,18,blue-collar,married,primary,no,no,no,cellular,apr,1
48,-64,18,257,14,housemaid,,tertiary,no,no,no,cellular,,1
32,334,4,529,36,blue-collar,married,secondary,no,yes,no,cellular,jul,1
44,100,21,874,44,blue-collar,married,tertiary,no,no,no,cellular,,1
46,2762,20,741,32,blue-collar,divorced,tertiary,no,yes,no,cellular,,1
42,18722,14,1867,43,entrepreneur,divorced,,no,yes,no,cellular,jul,1
51,1164,10,495,22,blue-collar,married,secondary,no,no,yes,cellular,jul,1
28,-591,30,639,5,entrepreneur,single,primary,no,no,no,cellular,,1
40,12839,19,597,11,entrepreneur,married,tertiary,no,yes,no,cellular,,1
57,864,22,3,24,admin,married,secondary,no,no,no,cellular,,1
26,11743,21,1243,12,blue-collar,,secondary,no,yes,no,cellular,may,1
49,2077,6,88,63,blue-collar,married,,no,yes,no,cellular,jul,1
40,206,26,576,4,blue-collar,single,tertiary,no,no,no,,jun,1
28,2100,22,1391,38,admin,single,secondary,no,no,no,cellular,,1
45,3087,12,266,1,blue-collar,divorced,tertiary,no,no,no,cellular,aug,1
28,1041,14,1365,63,blue-collar,single,tertiary,no,no,no,cellular,may,1
28,3908,16,1439,11,blue-collar,married,secondary,no,yes,no,cellular,jul,1
34,16874,22,131,63,blue-collar,,tertiary,no,no,no,cellular,apr,1
53,4331,28,176,44,blue-collar,married,primary,no,no,no,cellular,jul,1
49,2736,25,1084,41,blue-collar,,primary,no,yes,no,cellular,may,1
62,431,24,674,36,retired,married,,no,no,no,,feb,1
61,-250,23,427,10,blue-collar,married,secondary,no,no,no,cellular,,1
29,2432,5,607,23,housemaid,married,secondary,no,yes,yes,cellular,,1
52,8403,26,256,22,blue-collar,,secondary,no,no,yes,cellular,,1
32,154,1,220,33,,married,secondary,no,yes,yes,cellular,,1
51,195,21,1973,10,housemaid,married,primary,no,no,no,cellular,aug,1
51,5341,15,468,27,housemaid,married,secondary,no,yes,no,cellular,,1
55,2469,7,539,46,housemaid,,secondary,no,yes,no,cellular,jul,1
37,2695,23,1353,38,entrepreneur,,tertiary,no,no,no,cellular,,1
41,4610,31,1353,30,entrepreneur,married,secondary,no,yes,no,unknown,may,1
46,-705,25,710,35,,married,secondary,no,yes,no,cellular,,1
54,4785,15,997,18,blue-collar,,secondary,no,yes,no,cellular,,1
28,2986,14,789,41,blue-collar,single,secondary,no,yes,no,cellular,may,1
54,1351,29,1277,9,housemaid,married,secondary,no,no,yes,cellular,,1
33,928,18,561,46,retired,married,secondary,no,yes,no,,jul,1
38,1990,25,158,30,blue-collar,,,no,yes,no,cellular,apr,1
35,4331,9,1567,29,blue-collar,single,secondary,no,yes,no,cellular,may,1
25,314,17,1339,35,housemaid,,tertiary,no,yes,yes,cellular,,1
36,2975,24,1023,3,blue-collar,married,,no,no,no,cellular,may,1
34,11287,30,1778,33,blue-collar,married,secondary,no,yes,no,cellular,mar,1
55,878,23,393,37,entrepreneur,married,secondary,no,yes,yes,cellular,,1
33,3004,6,531,43,blue-collar,,secondary,no,no,no,cellular,feb,1
27,241,2,1975,2,entrepreneur,,secondary,no,yes,no,cellular,jul,1
51,2809,26,526,11,entrepreneur,married,tertiary,no,yes,no,cellular,jul,1
25,1576,30,34,27,entrepreneur,single,secondary,no,no,yes,cellular,jul,1
33,895,5,1269,37,entrepreneur,married,tertiary,no,yes,no,cellular,may,1
29,5082,13,1441,37,entrepreneur,single,secondary,no,no,no,cellular,apr,1
73,4953,23,47,31,blue-collar,married,,no,no,no,,apr,1
42,641,30,54,24,housemaid,married,tertiary,no,yes,no,cellular,nov,1
25,26172,5,585,5,entrepreneur,single,secondary,no,yes,no,cellular,may,1
37,2677,11,804,58,entrepreneur,single,tertiary,no,yes,no,cellular,,1
35,6259,27,792,27,blue-collar,single,secondary,no,yes,no,cellular,may,1
39,1148,14,47,32,blue-collar,single,secondary,no,yes,no,cellular,,1
37,-185,25,1960,63,management,,tertiary,no,no,no,cellular,may,1
51,5883,5,259,4,entrepreneur,,secondary,no,no,no,unknown,jun,1
93,10735,10,135,13,blue-collar,divorced,primary,no,no,no,telephone,,1
60,108,28,77,28,blue-collar,married,,no,no,no,cellular,aug,1
37,5278,7,475,11,entrepreneur,single,secondary,no,yes,no,,may,1
49,-89,29,1150,22,blue-collar,,secondary,no,yes,yes,cellular,,1
26,23919,6,1131,17,blue-collar,single,secondary,no,yes,no,,may,1
39,4886,28,992,55,admin,married,,no,no,no,cellular,apr,1
32,1078,4,321,44,retired,single,tertiary,no,yes,no,cellular,may,1
35,836,9,914,58,retired,single,tertiary,no,no,no,cellular,apr,1
28,3352,31,329,20,admin,single,secondary,no,no,no,cellular,,1
35,2630,30,295,46,blue-collar,married,primary,no,no,no,cellular,,1
37,192,14,613,35,blue-collar,single,secondary,no,no,no,cellular,aug,1
51,5501,11,191,6,housemaid,married,secondary,no,no,no,cellular,,1
52,25947,11,1030,27,blue-collar,married,primary,no,yes,no,cellular,,1
26,2798,8,1867,6,entrepreneur,,secondary,no,yes,no,cellular,may,1
27,841,31,502,5,entrepreneur,married,secondary,no,yes,no,cellular,jul,1
43,275,3,600,12,blue-collar,married,secondary,no,no,no,cellular,aug,1
59,-228,22,220,31,entrepreneur,,primary,no,yes,no,unknown,,1
43,-634,15,1144,31,entrepreneur,divorced,secondary,no,no,no,cellular,nov,1
45,9911,4,1,10,blue-collar,,tertiary,no,no,no,cellular,aug,1
39,2313,21,2372,20,admin,married,secondary,no,no,no,,,1
45,2185,10,1078,41,entrepreneur,married,secondary,no,yes,no,cellular,,1
34,504,16,1134,38,housemaid,single,tertiary,no,yes,no,,may,1
30,6393,14,694,32,housemaid,,tertiary,no,yes,no,cellular,nov,1
27,6533,31,1399,13,entrepreneur,single,tertiary,no,no,no,cellular,jun,1
34,16486,12,544,10,blue-collar,married,primary,no,yes,yes,,may,1
32,1344,9,505,13,entrepreneur,divorced,secondary,no,no,yes,cellular,jul,1
32,3203,23,1880,27,housemaid,married,tertiary,no,yes,no,unknown,,1
33,728,5,205,11,blue-collar,married,tertiary,no,no,no,cellular,apr,1
27,1146,24,475,27,blue-collar,married,,no,yes,no,unknown,,1
30,1496,25,2653,9,blue-collar,single,tertiary,no,no,no,cellular,apr,1
32,379,28,792,28,blue-collar,married,,no,no,no,cellular,,1
29,1292,31,831,7,housemaid,single,tertiary,no,yes,no,cellular,may,1
42,-383,29,1478,31,entrepreneur,married,secondary,no,yes,no,cellular,,1
30,972,12,839,25,blue-collar,married,secondary,no,yes,no,cellular,nov,1
39,3056,11,470,6,housemaid,married,secondary,no,yes,no,cellular,may,1
49,1425,22,693,38,admin,,secondary,no,no,no,cellular,apr,1
47,1938,23,1252,37,blue-collar,,primary,no,no,yes,,may,1
34,1927,19,1492,12,admin,married,secondary,no,yes,no,cellular,may,1
58,4069,11,649,5,blue-collar,divorced,tertiary,no,no,no,cellular,,1
52,781,3,1877,35,blue-collar,single,tertiary,no,yes,no,cellular,,1
52,3107,19,669,21,blue-collar,married,tertiary,no,no,no,cellular,aug,1
33,4104,9,1111,35,blue-collar,,secondary,no,yes,no,cellular,may,1
33,22196,20,987,24,admin,married,secondary,no,yes,no,,jul,1
49,2920,13,1559,55,blue-collar,married,tertiary,no,no,no,,may,1
33,13308,23,334,23,blue-collar,single,tertiary,no,yes,no,cellular,may,1
70,1710,31,185,18,entrepreneur,married,,no,no,no,telephone,,1
35,-391,22,1082,6,blue-collar,single,,no,yes,no,cellular,may,1
46,614,28,1135,26,blue-collar,married,,no,no,no,cellular,nov,1
35,4168,25,642,38,blue-collar,married,secondary,no,yes,no,cellular,apr,1
31,-1122,22,482,26,blue-collar,single,tertiary,no,yes,no,unknown,may,1
41,3434,21,788,58,housemaid,divorced,secondary,no,yes,no,unknown,may,1
47,2488,31,1060,33,blue-collar,,secondary,no,no,no,cellular,aug,1
35,4177,1,1058,8,housemaid,married,secondary,no,yes,no,unknown,jun,1
28,-159,10,889,22,entrepreneur,single,secondary,no,no,no,cellular,feb,1
34,10500,22,428,5,blue-collar,,tertiary,no,no,no,cellular,apr,1
59,-187,9,737,26,blue-collar,married,primary,no,yes,no,unknown,may,1
53,3942,17,906,5,housemaid,,,no,yes,no,unknown,may,1
59,18558,18,26,31,blue-collar,married,tertiary,no,no,no,cellular,nov,1
32,3285,5,68,16,blue-collar,single,secondary,no,yes,no,cellular,aug,1
37,8982,4,1134,35,blue-collar,single,tertiary,no,yes,no,cellular,,1
48,1308,17,332,1,housemaid,,tertiary,no,no,yes,,jun,1
60,12245,5,1710,8,blue-collar,,tertiary,no,no,no,cellular,,1
30,3170,20,464,23,blue-collar,single,secondary,no,yes,no,cellular,apr,1
33,-86,10,201,24,admin,married,secondary,no,yes,no,cellular,may,1
50,2076,31,193,41,,married,,no,no,no,unknown,jun,1
31,3740,27,2870,37,technician,single,,no,no,no,cellular,may,1
49,6248,31,1559,26,entrepreneur,married,secondary,no,yes,no,cellular,,1
52,4719,28,886,24,entrepreneur,,,no,yes,yes,,jun,1
39,2048,21,176,34,blue-collar,,secondary,no,yes,no,cellular,jul,1
38,17413,3,210,39,management,married,tertiary,no,no,no,cellular,aug,1
39,1464,20,693,26,blue-collar,married,tertiary,no,no,no,unknown,jun,1
29,-68,25,1090,7,blue-collar,divorced,secondary,no,yes,no,cellular,apr,1
37,992,14,477,26,blue-collar,,secondary,no,yes,no,cellular,apr,1
38,6753,4,1545,11,admin,married,secondary,no,yes,no,cellular,,1
32,13054,12,937,17,blue-collar,married,,no,yes,no,cellular,jul,1
43,5880,26,1121,46,housemaid,,primary,no,yes,no,unknown,may,1
25,1806,10,246,5,blue-collar,single,secondary,no,no,yes,cellular,jul,1
37,1612,19,896,34,entrepreneur,single,secondary,no,no,no,cellular,aug,1
58,4064,14,985,58,blue-collar,,tertiary,no,no,no,cellular,aug,1
36,2261,22,1245,25,entrepreneur,single,secondary,no,yes,no,cellular,may,1
35,8480,21,1410,19,housemaid,single,tertiary,no,yes,no,cellular,apr,1
30,9131,16,228,41,blue-collar,single,secondary,no,yes,no,unknown,,1
31,193,7,430,16,blue-collar,married,tertiary,no,yes,yes,cellular,jul,1
33,555,17,603,25,blue-collar,married,secondary,no,no,no,cellular,aug,1
37,2228,23,1816,20,blue-collar,single,tertiary,no,no,no,,,1
33,4906,5,1052,25,housemaid,married,tertiary,no,no,no,cellular,,1
32,1549,15,1364,27,blue-collar,single,secondary,no,yes,no,unknown,may,1
60,2223,30,1681,26,entrepreneur,married,tertiary,no,yes,no,cellular,,1
29,4329,23,181,24,blue-collar,single,tertiary,no,no,no,cellular,feb,1
55,2202,26,828,12,entrepreneur,divorced,secondary,no,yes,no,cellular,,1
52,1893,4,1490,50,blue-collar,married,tertiary,no,no,no,cellular,,1
31,-940,28,754,37,entrepreneur,single,secondary,no,no,no,cellular,apr,1
54,-265,19,543,8,entrepreneur,,secondary,no,no,yes,cellular,jul,1
48,593,3,251,23,housemaid,married,secondary,no,yes,no,cellular,apr,1
61,-898,25,813,30,blue-collar,married,,no,no,no,cellular,apr,1
54,5145,30,654,26,entrepreneur,,tertiary,no,yes,no,,,1
26,1865,5,944,9,housemaid,single,secondary,yes,no,no,unknown,jun,1
30,1765,24,3183,25,housemaid,single,secondary,no,yes,no,cellular,apr,1
44,1234,20,1275,8,blue-collar,,tertiary,no,yes,no,unknown,may,1
23,2429,5,857,36,entrepreneur,single,secondary,no,yes,no,unknown,jun,1
27,-768,8,664,46,blue-collar,single,tertiary,no,no,no,cellular,apr,1
52,770,4,403,26,blue-collar,married,secondary,no,no,no,cellular,apr,1
34,96,26,701,20,,single,tertiary,no,no,no,cellular,apr,1
43,2479,27,1364,55,entrepreneur,married,,no,no,no,cellular,mar,1
47,3598,30,426,50,blue-collar,married,,no,yes,no,cellular,apr,1
36,-80,23,469,37,blue-collar,married,secondary,no,no,no,cellular,jul,1
38,10500,24,2129,8,entrepreneur,married,secondary,no,yes,no,cellular,,1
30,4190,2,899,20,retired,single,tertiary,no,no,no,cellular,mar,1
31,-29,1,1105,17,housemaid,single,tertiary,no,yes,no,,may,1
39,6134,7,583,11,blue-collar,married,secondary,no,no,no,cellular,,1
29,9374,26,466,30,blue-collar,married,secondary,no,yes,no,cellular,may,1
33,2172,25,161,30,retired,married,secondary,no,yes,yes,,,1
30,1496,31,925,63,housemaid,single,tertiary,no,no,no,cellular,,1
37,-129,25,1158,14,entrepreneur,,tertiary,no,yes,no,cellular,may,1
28,1517,8,431,58,retired,single,primary,no,no,no,cellular,may,1
42,527,7,635,21,housemaid,married,,no,no,no,cellular,apr,1
42,1778,31,498,36,,married,secondary,no,yes,yes,cellular,jul,1
32,12270,21,398,30,blue-collar,single,secondary,no,no,no,cellular,aug,1
30,1828,23,1134,19,services,single,,no,yes,no,cellular,nov,1
45,3959,11,1359,13,management,married,tertiary,no,no,no,cellular,apr,1
26,7179,8,553,37,blue-collar,single,tertiary,no,no,no,cellular,may,1
30,3818,21,663,28,blue-collar,married,secondary,no,yes,yes,cellular,jul,1
43,3091,25,137,14,housemaid,married,secondary,no,no,no,cellular,,1
39,2913,23,751,2,retired,married,secondary,no,yes,no,cellular,may,1
46,4087,9,515,33,,married,secondary,no,yes,no,cellular,,1
37,2911,25,184,12,blue-collar,,secondary,no,yes,no,unknown,may,1
34,-237,17,1528,10,blue-collar,married,tertiary,no,no,no,cellular,apr,1
27,-634,9,342,18,entrepreneur,single,secondary,yes,yes,no,unknown,jun,1
25,929,7,677,11,entrepreneur,single,secondary,no,yes,no,unknown,jun,1
30,163,24,1917,33,management,single,tertiary,no,no,no,cellular,aug,1
50,22196,3,286,16,blue-collar,married,primary,no,yes,no,cellular,,1
35,3367,17,558,14,blue-collar,,,no,no,yes,cellular,jul,1
30,2248,6,96,50,,single,secondary,no,yes,no,cellular,,1
24,1180,19,623,19,,married,primary,no,yes,no,unknown,,1
23,10269,11,575,23,blue-collar,single,secondary,no,yes,no,unknown,may,1
35,2615,23,443,36,housemaid,single,,no,yes,no,cellular,may,1
56,4588,12,2330,30,technician,married,secondary,no,yes,no,,,1
24,3948,5,307,15,blue-collar,single,tertiary,no,no,no,cellular,,1
37,2976,12,1471,29,entrepreneur,divorced,secondary,no,yes,no,cellular,apr,1
31,5064,7,270,4,entrepreneur,single,tertiary,no,no,no,cellular,aug,1
30,703,24,384,11,blue-collar,married,secondary,no,yes,no,cellular,nov,1
31,4393,15,717,29,housemaid,single,tertiary,no,yes,yes,cellular,may,1
56,12539,4,326,4,housemaid,,secondary,no,no,no,cellular,,1
48,449,14,1176,3,blue-collar,married,secondary,no,yes,no,,may,1
33,1964,26,903,20,entrepreneur,married,tertiary,no,no,no,cellular,apr,1
49,350,18,1449,10,housemaid,married,secondary,no,yes,no,cellular,,1
42,1609,28,1476,6,blue-collar,single,,no,yes,no,cellular,feb,1
30,1506,6,648,37,entrepreneur,married,secondary,no,yes,no,,,1
34,1294,29,117,10,blue-collar,married,tertiary,no,no,no,cellular,,1
41,3687,9,1540,5,blue-collar,,secondary,no,yes,no,cellular,mar,1
29,1653,19,1105,3,blue-collar,,secondary,no,yes,no,cellular,apr,1
38,1710,11,898,44,blue-collar,,tertiary,no,yes,no,cellular,apr,1
55,3818,17,707,2,blue-collar,divorced,secondary,no,yes,no,cellular,,1
26,9622,26,20,9,technician,,secondary,no,no,yes,cellular,jul,1
26,10112,10,987,55,blue-collar,single,tertiary,no,no,no,cellular,may,1
36,900,22,364,25,blue-collar,single,secondary,no,no,no,cellular,aug,1
24,7744,2,900,11,blue-collar,,unknown,no,no,no,cellular,apr,1
45,6659,18,587,21,housemaid,married,tertiary,no,no,no,cellular,,1
34,-1042,14,369,46,blue-collar,single,secondary,no,yes,no,cellular,,1
46,5238,16,733,17,blue-collar,married,secondary,no,yes,no,cellular,apr,1
44,1556,24,395,50,entrepreneur,married,,no,no,yes,cellular,,1
35,11804,29,387,43,,married,secondary,no,yes,no,unknown,jun,1
33,2178,9,1,14,blue-collar,single,,no,yes,no,cellular,,1
46,2202,25,391,7,housemaid,married,secondary,no,no,no,cellular,nov,1
32,2870,15,312,26,entrepreneur,married,secondary,no,yes,no,cellular,apr,1
34,1461,6,906,17,blue-collar,married,tertiary,no,no,no,cellular,,1
30,-575,5,952,9,entrepreneur,single,tertiary,no,no,no,cellular,jun,1
53,1560,28,836,12,blue-collar,married,secondary,no,no,no,cellular,,1
35,-846,29,877,15,blue-collar,married,secondary,no,yes,no,cellular,,1
35,3283,3,19,37,entrepreneur,single,secondary,no,yes,no,cellular,may,1
25,11285,9,1095,1,blue-collar,single,secondary,no,no,no,cellular,apr,1
34,187,7,825,63,housemaid,single,tertiary,no,yes,no,cellular,,1
38,151,12,686,63,blue-collar,single,tertiary,no,yes,no,cellular,may,1
24,2445,13,829,44,admin,single,secondary,no,no,no,cellular,apr,1
36,1700,16,258,43,blue-collar,married,secondary,no,no,no,cellular,,1
34,1838,27,600,10,blue-collar,married,secondary,no,no,no,cellular,aug,1
42,1369,14,1232,36,blue-collar,married,,no,yes,yes,cellular,,1
58,6781,2,1068,9,blue-collar,divorced,tertiary,no,no,no,telephone,oct,1
45,10984,15,1512,34,retired,divorced,,no,yes,no,unknown,may,1
29,392,5,1053,27,blue-collar,single,secondary,no,yes,no,unknown,may,1
37,-824,2,871,11,,single,tertiary,no,yes,no,cellular,,1
25,1778,23,954,43,blue-collar,single,secondary,no,yes,no,cellular,,1
42,4461,23,540,2,entrepreneur,single,secondary,no,yes,no,unknown,may,1
29,2365,29,1276,46,housemaid,,secondary,no,yes,no,unknown,jun,1
60,-251,28,243,3,entrepreneur,married,,no,no,no,telephone,,1
43,1473,28,424,4,blue-collar,divorced,secondary,no,yes,no,,may,1
51,2970,3,901,27,blue-collar,,tertiary,no,no,no,cellular,aug,1
26,5673,25,277,26,admin,single,secondary,no,no,no,cellular,,1
41,-88,25,994,13,blue-collar,married,secondary,no,yes,no,cellular,,1
28,2239,17,922,7,blue-collar,,tertiary,no,no,no,cellular,may,1
32,-106,11,1805,24,blue-collar,married,tertiary,no,no,no,cellular,apr,1
42,7634,27,156,34,blue-collar,married,tertiary,no,yes,no,cellular,,1
37,2114,24,972,30,blue-collar,single,tertiary,no,yes,no,cellular,,1
32,961,11,163,31,entrepreneur,married,secondary,no,no,no,cellular,,1
35,1860,3,36,38,blue-collar,married,secondary,no,yes,no,unknown,jun,1
54,786,5,718,14,blue-collar,divorced,secondary,no,no,no,cellular,,1
26,4386,25,949,17,blue-collar,,secondary,no,no,no,cellular,jun,1
30,16431,16,497,24,entrepreneur,married,secondary,no,yes,no,cellular,nov,1
31,1291,20,482,22,blue-collar,single,tertiary,no,no,no,cellular,aug,1
35,83,27,927,8,blue-collar,married,secondary,no,no,no,cellular,jul,1
49,2841,12,407,34,entrepreneur,married,secondary,no,yes,no,cellular,apr,1
38,2736,9,353,1,housemaid,married,,no,yes,yes,cellular,jul,1
84,10112,6,791,31,blue-collar,,primary,no,no,no,,,1
49,6836,15,977,22,retired,married,secondary,no,no,yes,cellular,jul,1
30,2350,30,2516,16,entrepreneur,,tertiary,no,no,no,cellular,aug,1
35,6337,20,1052,41,blue-collar,divorced,secondary,no,yes,no,unknown,may,1
36,-73,9,1195,8,housemaid,single,secondary,no,no,no,cellular,may,1
42,8127,30,19,19,retired,married,tertiary,no,no,no,cellular,aug,1
34,4168,30,1009,14,housemaid,married,secondary,no,yes,no,cellular,may,1
36,2139,10,1720,37,blue-collar,single,secondary,no,yes,no,cellular,may,1
21,12322,16,1109,33,entrepreneur,single,secondary,no,yes,no,cellular,may,1
33,989,3,1635,30,admin,single,,no,yes,no,cellular,may,1
37,5251,16,497,23,management,married,tertiary,no,no,no,,aug,1
32,4050,23,372,5,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
38,1732,31,916,37,blue-collar,single,tertiary,no,yes,no,cellular,may,1
28,1425,23,745,23,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
31,2879,5,1613,32,blue-collar,single,secondary,no,yes,no,cellular,may,1
35,401,27,456,7,blue-collar,single,tertiary,no,yes,no,unknown,,1
45,173,14,1056,22,admin,married,secondary,no,no,no,cellular,aug,1
33,3043,23,625,63,entrepreneur,single,tertiary,no,no,no,,aug,1
36,2582,4,1,29,blue-collar,,tertiary,no,no,yes,cellular,,1
43,3797,12,666,19,housemaid,married,tertiary,no,no,no,cellular,,1
26,2518,12,1286,27,entrepreneur,single,tertiary,no,no,no,cellular,feb,1
38,-703,22,1070,21,housemaid,married,secondary,no,no,no,cellular,,1
33,1575,19,1359,38,housemaid,married,secondary,no,yes,no,cellular,apr,1
57,1934,29,112,12,entrepreneur,married,primary,no,yes,no,cellular,,1
45,1977,19,662,24,blue-collar,married,secondary,no,yes,no,cellular,,1
30,-258,9,357,4,entrepreneur,single,tertiary,no,yes,yes,cellular,,1
38,64343,15,794,11,blue-collar,single,tertiary,no,yes,no,cellular,,1
29,2288,28,68,41,entrepreneur,divorced,secondary,no,yes,no,cellular,apr,1
36,2289,24,159,12,entrepreneur,married,tertiary,no,yes,no,cellular,jul,1
32,569,12,785,37,blue-collar,married,secondary,no,yes,no,cellular,jul,1
51,-241,16,963,19,blue-collar,married,,no,yes,no,cellular,may,1
33,4144,26,939,27,blue-collar,married,secondary,no,yes,no,cellular,may,1
36,2356,6,893,30,blue-collar,,secondary,no,no,yes,cellular,jul,1
41,4299,7,1032,8,blue-collar,married,,yes,no,yes,cellular,jul,1
37,-188,10,1579,58,blue-collar,,tertiary,no,yes,no,cellular,may,1
41,1972,27,955,63,entrepreneur,married,primary,no,yes,no,cellular,,1
66,2115,23,603,10,,,tertiary,no,no,no,telephone,apr,1
61,6376,7,406,21,housemaid,married,secondary,no,no,no,cellular,aug,1
32,1271,24,175,35,entrepreneur,married,secondary,no,yes,no,cellular,apr,1
31,2272,29,1272,43,admin,,secondary,no,no,no,cellular,apr,1
32,-1001,20,203,25,blue-collar,single,,no,yes,no,unknown,may,1
52,3923,17,1158,3,entrepreneur,married,,no,no,no,cellular,may,1
58,1203,1,2129,44,entrepreneur,divorced,tertiary,no,no,no,cellular,,1
29,12,11,920,19,entrepreneur,married,secondary,no,yes,no,cellular,may,1
31,-199,6,1880,19,blue-collar,single,tertiary,no,no,no,cellular,jun,1
31,6181,25,971,2,blue-collar,single,tertiary,no,no,no,cellular,aug,1
50,-382,11,78,17,entrepreneur,married,secondary,no,no,no,unknown,jun,1
37,-687,12,610,43,blue-collar,married,tertiary,no,no,no,cellular,,1
32,4665,13,922,19,blue-collar,single,tertiary,no,yes,no,cellular,,1
73,-1884,23,233,21,blue-collar,,primary,no,no,no,,,1
35,848,21,109,5,entrepreneur,married,primary,no,yes,yes,,may,1
27,4953,13,1065,39,housemaid,single,tertiary,no,no,no,cellular,,1
35,121,10,131,7,blue-collar,married,secondary,no,yes,no,cellular,apr,1
49,8894,27,489,18,services,,secondary,no,no,no,,jul,1
45,3456,15,807,10,entrepreneur,divorced,,no,yes,no,,may,1
46,3334,20,932,4,blue-collar,married,secondary,no,no,no,cellular,aug,1
31,2263,28,1608,27,blue-collar,married,secondary,no,yes,no,unknown,,1
53,1949,30,326,34,entrepreneur,divorced,primary,no,yes,no,unknown,may,1
32,1987,18,950,1,entrepreneur,single,tertiary,no,yes,no,cellular,,1
32,-428,12,1559,25,housemaid,married,tertiary,no,no,no,cellular,apr,1
26,2681,9,921,4,management,single,tertiary,no,no,no,cellular,,1
35,922,5,568,35,entrepreneur,married,tertiary,no,no,no,cellular,,1
56,1698,11,916,34,entrepreneur,married,tertiary,no,no,no,cellular,,1
48,1328,26,1268,55,blue-collar,divorced,primary,no,yes,no,,may,1
37,996,24,198,30,blue-collar,married,tertiary,no,no,no,cellular,,1
